Make,Model,Year,Engine_Fuel_Type,Engine_HP,Engine_Cylinders,Transmission_Type,Driven_Wheels,Number_of_Doors,Market_Category,Vehicle_Size,Vehicle_Style,highway_MPG,city_mpg,Popularity,MSRP
Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Performance",Large,4dr SUV,22,16,1385,64085
Cadillac,CTS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Luxury,Performance",Large,Sedan,26,18,1624,59370
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,22,16,5657,59375
Toyota,Tacoma,2016,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,23,18,2031,31420
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,25,2202,25045
Ferrari,FF,2014,premium unleaded (required),651.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Large,Coupe,16,11,2774,295000
Cadillac,Escalade ESV,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,Performance",Large,4dr SUV,21,15,1624,87145
Toyota,Corolla,2016,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,38,29,2031,18735
Hyundai,Tucson,2015,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,1439,25200
Toyota,Tundra,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Extended Cab Pickup,17,13,2031,36030
Mazda,Millenia,2002,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,24,17,586,28875
Hyundai,Veloster,2014,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3.0,Hatchback,Compact,2dr Hatchback,36,28,1439,21650
Cadillac,XTS,2015,premium unleaded (required),410.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,1624,69785
Buick,Terraza,2005,regular unleaded,200.0,6.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Passenger Minivan,21,15,155,33855
Dodge,Dart,2016,regular unleaded,160.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,36,25,1851,18995
Chevrolet,Silverado 1500,2016,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,23,16,1385,36940
Dodge,Stratus,2005,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,26,19,1851,20255
GMC,Sonoma,2003,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,rear wheel drive,2.0,Flex Fuel,Compact,Regular Cab Pickup,23,17,549,16220
Audi,A3,2016,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,35,24,3105,39300
GMC,Canyon,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,2.0,,Compact,Regular Cab Pickup,23,17,549,22385
Mitsubishi,Lancer,2015,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,29,22,436,20995
Ford,Explorer,2017,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Flex Fuel",Midsize,4dr SUV,24,17,5657,31160
GMC,Jimmy,2001,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,2.0,,Compact,2dr SUV,20,15,549,22170
Toyota,Tundra,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,18,13,2031,33100
Saab,900,1997,regular unleaded,185.0,4.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Compact,Convertible,25,18,376,2115
Infiniti,Q60 Coupe,2017,premium unleaded (recommended),208.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Coupe,28,21,190,40950
Kia,Rio,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,38,27,1720,14165
GMC,Sierra 1500 Classic,2007,regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,18,14,549,25845
Suzuki,XL-7,2004,regular unleaded,185.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,21,16,481,23799
Nissan,Altima,2016,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,39,27,2009,25460
Hyundai,Tucson,2017,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,30,25,1439,25900
GMC,Canyon,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,25,19,549,33855
Cadillac,Eldorado,2002,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,2.0,Luxury,Large,Coupe,25,16,1624,42130
Nissan,Xterra,2015,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,15,2009,25710
Subaru,XV Crosstrek,2015,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,34,26,640,23295
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,22,17,1385,33060
Infiniti,G35,2008,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,190,32700
GMC,Sierra 1500 Classic,2007,regular unleaded,285.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,19,15,549,25325
Buick,LaCrosse,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,31,21,155,38665
Volkswagen,Golf Alltrack,2017,regular unleaded,170.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,Wagon,30,22,873,25850
Lincoln,Continental,2002,premium unleaded (required),275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,61,38790
Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,rear wheel drive,2.0,Flex Fuel,Compact,Extended Cab Pickup,21,16,586,3032
Suzuki,Kizashi,2011,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,29,22,481,25499
Oldsmobile,Intrigue,2000,regular unleaded,215.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,17,26,2290
Cadillac,CT6,2016,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,26,18,1624,64395
Suzuki,XL-7,2004,regular unleaded,185.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,15,481,22999
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,33995
Honda,CR-Z,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,22640
Ford,Ranger,2010,regular unleaded,207.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,Extended Cab Pickup,21,15,5657,22155
Chevrolet,Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,83015
Mercedes-Benz,GLA-Class,2015,premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,35,25,617,31300
GMC,Vandura,1994,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Compact,Cargo Van,20,15,549,2000
Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873,25885
Buick,Verano,2015,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,32,21,155,21065
Mercedes-Benz,E-Class,2016,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,28,20,617,56700
Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,28675
Infiniti,G20,2001,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,29,21,190,21395
Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,4dr SUV,27,20,2009,41560
Oldsmobile,Aurora,2002,premium unleaded (required),250.0,8.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24,16,26,35085
Suzuki,Reno,2008,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,28,20,481,14339
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,45270
Honda,Accord,2016,regular unleaded,189.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,34,23,2202,24265
BMW,4 Series Gran Coupe,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,34,23,3916,41650
Audi,R8,2014,premium unleaded (required),525.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,22,13,3105,173800
Volvo,XC60,2015,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,870,45800
Infiniti,G37 Sedan,2010,premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190,36050
Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586,29870
Acura,SLX,1998,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,204,2816
Ford,Escape Hybrid,2010,regular unleaded,177.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,27,30,5657,34120
Nissan,Rogue,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,2009,23330
Ford,Thunderbird,2005,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Performance,Midsize,Convertible,22,16,5657,38355
Audi,A3,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,33,24,3105,37700
Mazda,MX-5 Miata,2014,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,27505
Dodge,Journey,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,33695
Chevrolet,Suburban,2016,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Performance",Large,4dr SUV,22,15,1385,67440
Mercedes-Benz,Maybach,2017,premium unleaded (required),523.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,21,13,617,191300
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Crew Cab Pickup,25,18,2202,33315
Toyota,Matrix,2011,regular unleaded,158.0,4.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Compact,4dr Hatchback,26,20,2031,21715
BMW,8 Series,1996,regular unleaded,282.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,19,14,3916,5680
Chevrolet,Tracker,2003,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,4dr SUV,24,20,1385,17330
Oldsmobile,Eighty-Eight Royale,1994,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,26,17,26,2000
Volkswagen,Touareg,2015,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Midsize,4dr SUV,23,17,873,53170
Dodge,Charger,2015,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851,36595
Honda,Accord,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,35,26,2202,30270
Honda,Fit,2016,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,29,2202,15890
Volkswagen,Cabrio,2001,regular unleaded,115.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,26,20,873,21475
Volkswagen,CC,2017,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,31,22,873,37820
Mercedes-Benz,E-Class,2016,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,27,20,617,59900
Chevrolet,Lumina Minivan,1996,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,3.0,,Compact,Cargo Minivan,24,17,1385,2000
Ford,Explorer Sport,2002,regular unleaded,203.0,6.0,AUTOMATIC,four wheel drive,2.0,,Midsize,2dr SUV,18,13,5657,25285
Dodge,Ram Pickup 1500,2010,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,18,13,1851,28725
Mitsubishi,Raider,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,20,15,436,23590
Dodge,Journey,2017,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,19,1851,24895
Nissan,Titan,2014,regular unleaded,317.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,18,13,2009,29360
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,46195
BMW,5 Series Gran Turismo,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury",Large,4dr Hatchback,26,18,3916,63200
GMC,Sierra 1500 Classic,2007,regular unleaded,195.0,6.0,MANUAL,rear wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,21,15,549,16115
Volkswagen,Jetta,2015,diesel,150.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Midsize,Sedan,46,31,873,24075
Rolls-Royce,Wraith,2014,premium unleaded (required),624.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Large,Coupe,21,13,86,284900
GMC,Canyon,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,27,20,549,25865
Ford,Explorer Sport,2003,regular unleaded,203.0,6.0,AUTOMATIC,four wheel drive,2.0,,Midsize,2dr SUV,18,14,5657,28760
Volvo,740,1991,regular unleaded,162.0,4.0,MANUAL,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,18,870,2000
Volvo,S90,2017,premium unleaded (recommended),250.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,34,23,870,46950
Ford,Windstar,2003,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,22,16,5657,26315
Honda,Accord,2017,regular unleaded,189.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,26,2202,26215
Honda,CR-Z,2015,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,23490
Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,2009,29630
Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,30525
Subaru,WRX,2017,premium unleaded (recommended),268.0,4.0,MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,27,20,640,28995
Dodge,Dakota,2008,regular unleaded,210.0,6.0,MANUAL,rear wheel drive,4.0,,Compact,Crew Cab Pickup,20,16,1851,23640
Mazda,6,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,26,586,24995
Acura,TL,2013,premium unleaded (recommended),280.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,204,39635
Nissan,Truck,1997,regular unleaded,134.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Extended Cab Pickup,23,19,2009,2550
Porsche,Panamera,2015,premium unleaded (required),570.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24,15,1715,180300
Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,40,30,2009,17780
BMW,M6,2015,premium unleaded (required),560.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,20,14,3916,111900
Audi,allroad quattro,2004,regular unleaded,300.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,Wagon,19,14,3105,46950
Mazda,6,2016,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,37,25,586,21495
Oldsmobile,Cutlass Supreme,1996,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,18,26,2000
Honda,Pilot,2016,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,26,18,2202,37855
Lexus,IS 200t,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,32,22,454,37825
GMC,Sierra 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Extended Cab Pickup,23,16,549,42080
Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,19,15,5657,22315
Scion,FR-S,2015,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,105,29990
Subaru,Impreza WRX,2013,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,37645
Honda,S2000,2009,premium unleaded (required),237.0,4.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Performance",Compact,Convertible,25,18,2202,37995
Land Rover,Discovery Series II,2001,premium unleaded (required),188.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,16,12,258,36350
GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,16,11,549,34800
Chevrolet,Astro,2003,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,,Large,Passenger Minivan,16,12,1385,25690
Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,all wheel drive,2.0,"Flex Fuel,Luxury,High-Performance",Compact,Coupe,26,18,1624,50165
Volvo,240,1991,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Wagon,26,19,870,2000
Toyota,Prius v,2017,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Wagon,39,43,2031,28060
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,29,23,873,34895
GMC,Sierra 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,23,16,549,44540
Volkswagen,Beetle Convertible,2014,diesel,140.0,4.0,MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,41,28,873,28895
Porsche,Cayman,2014,premium unleaded (required),325.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,28,20,1715,63800
Chevrolet,Equinox,2017,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,32,22,1385,23100
Ford,Fusion Hybrid,2016,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,41,44,5657,31430
Acura,ILX,2016,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,36,25,204,34890
Mazda,B-Series,2001,regular unleaded,207.0,6.0,MANUAL,rear wheel drive,4.0,,Compact,Extended Cab Pickup,20,16,586,19340
Lincoln,Aviator,2005,premium unleaded (required),302.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,4dr SUV,17,11,61,40635
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,31,19,1013,35595
Honda,Pilot,2016,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,26,18,2202,38855
Lincoln,Navigator,2017,regular unleaded,380.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,4dr SUV,20,15,61,65560
Acura,Integra,2001,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,28,22,204,21600
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,25,2202,31245
Nissan,370Z,2015,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,26,19,2009,43290
Hyundai,Veloster,2014,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,1439,22300
Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220.0,4.0,AUTOMATIC,all wheel drive,2.0,"Flex Fuel,Luxury",Midsize,Coupe,22,15,3105,42200
Acura,TLX,2017,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,34,21,204,39400
Oldsmobile,Alero,2004,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27,18,26,23335
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,18,2009,46570
Infiniti,FX,2013,premium unleaded (required),325.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,44950
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,33690
Oldsmobile,Silhouette,2003,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Passenger Minivan,22,16,26,34290
Dodge,Avenger,2012,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,30,21,1851,18995
Dodge,Grand Caravan,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,25095
Volvo,850,1997,regular unleaded,240.0,5.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Luxury,Performance",Midsize,Sedan,24,17,870,2000
Chrysler,300M,2002,premium unleaded (required),250.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24,16,1013,32065
Lexus,GS 400,1999,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,454,3741
Acura,MDX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,18,204,48840
Dodge,Ram 50 Pickup,1991,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Extended Cab Pickup,22,17,1851,2000
Chrysler,300,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013,34195
Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,17,13,2031,56580
Dodge,RAM 150,1993,regular unleaded,180.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,17,14,1851,2000
Nissan,Murano,2017,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,21,2009,37130
Chevrolet,Spark,2016,regular unleaded,98.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,41,30,1385,12660
Aston Martin,Rapide S,2014,premium unleaded (required),550.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,High-Performance",Large,Sedan,19,13,259,198250
Suzuki,SX4,2012,regular unleaded,150.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,33,23,481,15495
Cadillac,DTS,2011,premium unleaded (recommended),275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,54825
Volkswagen,CC,2016,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,31,22,873,37820
GMC,Sierra 1500,2015,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Extended Cab Pickup,23,16,549,40900
Dodge,Grand Caravan,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,31495
